income,existing_emis,credit_score,loan_amount,tenure_years,loan_type,employment_type,approved
188700.0,85400.0,384,640000.0,7,Personal,Salaried,0
110600.0,26300.0,794,2460000.0,8,Business,Salaried,1
22600.0,300.0,761,740000.0,3,Education,Salaried,1
191400.0,36700.0,748,3470000.0,21,Home,Unemployed,0
146400.0,6000.0,596,770000.0,8,Business,Salaried,1
81200.0,0.0,662,820000.0,6,Personal,Salaried,1
82400.0,41300.0,673,330000.0,7,Education,Salaried,1
95800.0,0.0,779,350000.0,4,Education,Salaried,0
176400.0,60400.0,797,1020000.0,5,Personal,Self-Employed,1
133800.0,71500.0,354,80000.0,3,Education,Salaried,0
50800.0,0.0,689,7880000.0,24,Home,Self-Employed,0
124200.0,0.0,837,330000.0,2,Business,Salaried,1
173100.0,0.0,375,590000.0,5,Personal,Self-Employed,0
52500.0,13300.0,319,640000.0,1,Personal,Salaried,0
68800.0,38400.0,500,330000.0,6,Personal,Self-Employed,0
187200.0,12600.0,714,1330000.0,6,Personal,Self-Employed,1
117900.0,48900.0,703,600000.0,3,Education,Salaried,1
194900.0,5100.0,779,910000.0,5,Business,Salaried,1
16600.0,8700.0,713,510000.0,25,Home,Self-Employed,1
144200.0,0.0,772,930000.0,2,Business,Salaried,1
114400.0,61900.0,729,1030000.0,6,Business,Self-Employed,0
196900.0,0.0,756,2680000.0,9,Business,Salaried,1
59600.0,33100.0,713,1660000.0,3,Business,Salaried,0
173600.0,62400.0,797,280000.0,15,Education,Salaried,1
86500.0,0.0,547,4580000.0,21,Home,Self-Employed,0
115500.0,0.0,758,1190000.0,4,Personal,Salaried,1
86300.0,20300.0,774,1050000.0,4,Education,Salaried,1
142500.0,0.0,817,2910000.0,2,Business,Salaried,1
69600.0,0.0,661,970000.0,7,Personal,Self-Employed,1
34800.0,16200.0,672,1430000.0,4,Personal,Salaried,0
124300.0,28000.0,745,2770000.0,10,Business,Salaried,1
106000.0,16300.0,787,2280000.0,2,Business,Unemployed,0
140800.0,0.0,851,1150000.0,4,Education,Unemployed,1
148200.0,0.0,413,1130000.0,2,Personal,Salaried,0
70200.0,0.0,354,1290000.0,1,Business,Salaried,0
95600.0,26600.0,701,1390000.0,6,Personal,Unemployed,0
143300.0,77600.0,648,470000.0,8,Education,Salaried,0
26400.0,3900.0,773,5400000.0,10,Home,Unemployed,0
54000.0,0.0,721,1080000.0,7,Personal,Salaried,1
38200.0,0.0,440,670000.0,3,Personal,Salaried,0
110700.0,42200.0,717,910000.0,9,Business,Salaried,1
61400.0,0.0,704,1380000.0,2,Personal,Salaried,1
47100.0,18600.0,733,4080000.0,30,Home,Salaried,0
19500.0,3500.0,702,1180000.0,9,Business,Salaried,0
62000.0,11300.0,379,390000.0,4,Personal,Salaried,0
101900.0,10500.0,746,6940000.0,7,Home,Self-Employed,0
39300.0,0.0,874,1040000.0,10,Home,Self-Employed,1
80000.0,12600.0,710,2620000.0,7,Business,Self-Employed,0
126000.0,0.0,637,940000.0,15,Education,Salaried,1
154000.0,55300.0,780,1350000.0,1,Business,Self-Employed,1
158100.0,0.0,678,440000.0,6,Personal,Self-Employed,1
112600.0,20800.0,427,610000.0,14,Education,Salaried,0
29100.0,6000.0,747,2390000.0,13,Home,Salaried,0
54800.0,0.0,669,330000.0,7,Education,Salaried,1
89400.0,22700.0,779,1340000.0,5,Education,Salaried,1
141000.0,0.0,660,720000.0,11,Education,Salaried,1
50700.0,0.0,345,990000.0,10,Education,Self-Employed,0
62900.0,20300.0,742,830000.0,7,Business,Salaried,1
47500.0,0.0,413,2970000.0,10,Business,Salaried,0
21600.0,12700.0,718,1220000.0,2,Business,Salaried,0
162600.0,82700.0,731,420000.0,7,Personal,Salaried,1
179600.0,1100.0,746,900000.0,7,Business,Salaried,1
119300.0,39600.0,337,4650000.0,15,Home,Self-Employed,0
167100.0,61800.0,322,6050000.0,13,Home,Self-Employed,0
170900.0,47100.0,651,350000.0,1,Personal,Salaried,0
173800.0,0.0,667,1280000.0,9,Education,Salaried,1
179000.0,0.0,587,2320000.0,4,Business,Salaried,0
176500.0,2200.0,701,1380000.0,4,Business,Salaried,1
143400.0,67800.0,686,630000.0,2,Personal,Self-Employed,1
177000.0,0.0,734,5340000.0,7,Home,Salaried,1
76900.0,22700.0,824,160000.0,3,Personal,Salaried,1
199500.0,20200.0,461,920000.0,15,Education,Salaried,0
80500.0,0.0,827,170000.0,6,Personal,Unemployed,0
187200.0,32900.0,369,1380000.0,6,Education,Salaried,0
55600.0,1700.0,783,7650000.0,28,Home,Salaried,0
180200.0,87300.0,765,300000.0,2,Business,Unemployed,0
158500.0,35100.0,728,1900000.0,30,Home,Salaried,0
108500.0,32800.0,639,860000.0,9,Home,Self-Employed,1
168800.0,28300.0,652,1320000.0,12,Home,Self-Employed,1
83000.0,22900.0,757,610000.0,5,Personal,Salaried,1
189300.0,68800.0,774,2280000.0,9,Business,Unemployed,0
105900.0,0.0,741,3260000.0,14,Home,Salaried,1
68300.0,20000.0,663,2350000.0,3,Business,Salaried,0
68800.0,700.0,711,4150000.0,19,Home,Self-Employed,0
99100.0,3100.0,524,1390000.0,7,Education,Self-Employed,0
84700.0,22000.0,695,790000.0,10,Education,Salaried,0
74300.0,22600.0,627,2260000.0,9,Business,Salaried,0
130600.0,35100.0,743,540000.0,3,Personal,Salaried,1
122100.0,0.0,710,790000.0,6,Personal,Self-Employed,1
40800.0,0.0,765,1110000.0,6,Personal,Unemployed,0
48900.0,8100.0,601,590000.0,9,Home,Self-Employed,1
167300.0,54900.0,827,500000.0,7,Home,Salaried,1
102700.0,28900.0,531,760000.0,1,Personal,Salaried,0
196100.0,0.0,364,860000.0,14,Education,Self-Employed,0
137500.0,0.0,758,1220000.0,15,Education,Salaried,1
93600.0,52800.0,858,7930000.0,6,Home,Self-Employed,0
60400.0,0.0,801,370000.0,6,Education,Self-Employed,1
143100.0,35400.0,734,2740000.0,12,Home,Unemployed,0
136600.0,0.0,314,1280000.0,7,Business,Unemployed,0
74800.0,13800.0,888,2790000.0,7,Business,Unemployed,0
56200.0,27100.0,740,1820000.0,2,Business,Salaried,0
13600.0,4000.0,856,1220000.0,6,Personal,Self-Employed,0
45400.0,26800.0,759,1250000.0,3,Personal,Salaried,0
179900.0,4200.0,872,930000.0,7,Personal,Salaried,1
166900.0,26800.0,798,1040000.0,24,Home,Self-Employed,1
172300.0,80200.0,721,360000.0,3,Personal,Salaried,0
142600.0,0.0,724,480000.0,14,Education,Self-Employed,1
56200.0,0.0,689,800000.0,3,Business,Self-Employed,1
122500.0,7900.0,644,140000.0,7,Personal,Salaried,1
147100.0,10800.0,839,850000.0,12,Education,Salaried,1
135400.0,31700.0,603,6810000.0,30,Home,Self-Employed,0
99100.0,0.0,806,3870000.0,15,Home,Self-Employed,1
192100.0,0.0,345,2620000.0,3,Business,Self-Employed,0
176600.0,4500.0,724,1540000.0,5,Business,Salaried,1
156900.0,67000.0,393,520000.0,20,Home,Salaried,0
74500.0,32900.0,728,7170000.0,23,Home,Salaried,0
190600.0,0.0,766,4600000.0,22,Home,Salaried,1
74500.0,28000.0,718,2650000.0,8,Business,Salaried,0
168900.0,26800.0,513,6630000.0,26,Home,Unemployed,0
12800.0,1700.0,359,50000.0,3,Education,Salaried,0
181100.0,0.0,808,1110000.0,15,Education,Salaried,1
136700.0,47600.0,732,1180000.0,6,Education,Self-Employed,1
73800.0,8900.0,618,1980000.0,8,Business,Salaried,0
149400.0,26200.0,648,3700000.0,28,Home,Unemployed,0
66300.0,0.0,749,140000.0,2,Personal,Self-Employed,1
24400.0,0.0,676,290000.0,7,Personal,Unemployed,0
169000.0,51800.0,744,1180000.0,3,Personal,Salaried,1
163600.0,24600.0,826,1220000.0,15,Education,Salaried,1
76300.0,31600.0,876,1140000.0,3,Personal,Salaried,1
93300.0,0.0,704,590000.0,10,Business,Self-Employed,1
152000.0,0.0,495,850000.0,4,Personal,Unemployed,0
19900.0,0.0,872,1400000.0,13,Education,Salaried,0
174100.0,88100.0,733,200000.0,2,Personal,Unemployed,0
164400.0,0.0,670,830000.0,9,Education,Salaried,1
68400.0,0.0,673,590000.0,2,Personal,Salaried,1
195300.0,58400.0,705,180000.0,5,Business,Unemployed,0
187100.0,95600.0,625,420000.0,3,Personal,Self-Employed,1
51900.0,0.0,678,1270000.0,5,Personal,Salaried,1
115200.0,47700.0,732,470000.0,4,Personal,Self-Employed,1
177100.0,35400.0,640,170000.0,5,Personal,Salaried,0
164200.0,10500.0,838,2700000.0,4,Business,Salaried,1
184600.0,0.0,791,4030000.0,28,Home,Salaried,1
166600.0,23800.0,758,7060000.0,23,Home,Self-Employed,0
56700.0,20900.0,795,2700000.0,9,Home,Salaried,0
66100.0,34000.0,708,1980000.0,8,Business,Unemployed,1
47900.0,3700.0,749,210000.0,6,Personal,Salaried,1
59000.0,2600.0,853,440000.0,1,Personal,Salaried,1
168000.0,10800.0,642,5930000.0,30,Home,Self-Employed,1
89300.0,36500.0,659,970000.0,6,Education,Salaried,1
173300.0,50900.0,409,2390000.0,18,Home,Self-Employed,0
168700.0,0.0,660,190000.0,3,Personal,Self-Employed,1
156600.0,71700.0,714,490000.0,6,Education,Salaried,1
193100.0,55700.0,639,1180000.0,13,Education,Self-Employed,1
115700.0,10000.0,698,2410000.0,8,Home,Unemployed,0
15800.0,8400.0,679,1220000.0,15,Education,Self-Employed,0
195800.0,112600.0,760,4650000.0,23,Home,Self-Employed,0
32400.0,14900.0,789,1800000.0,7,Business,Salaried,0
100700.0,14800.0,691,730000.0,6,Education,Salaried,1
192000.0,8800.0,640,1290000.0,1,Business,Salaried,1
150900.0,89600.0,766,740000.0,4,Business,Salaried,0
14200.0,1000.0,739,690000.0,2,Personal,Salaried,0
29600.0,10600.0,837,2310000.0,20,Home,Self-Employed,0
142800.0,72100.0,354,3590000.0,15,Home,Self-Employed,0
64200.0,13400.0,714,5720000.0,5,Home,Unemployed,0
48200.0,0.0,601,290000.0,7,Personal,Self-Employed,1
23500.0,8700.0,768,5930000.0,16,Home,Salaried,0
93200.0,46600.0,699,300000.0,3,Education,Self-Employed,1
155700.0,14400.0,666,2460000.0,5,Business,Salaried,1
41600.0,0.0,734,1430000.0,9,Education,Self-Employed,1
60900.0,26800.0,584,1280000.0,7,Business,Salaried,0
176400.0,73500.0,357,2130000.0,2,Business,Unemployed,0
121200.0,0.0,725,1660000.0,4,Business,Unemployed,0
107600.0,57100.0,732,3040000.0,22,Home,Unemployed,0
37600.0,9600.0,351,1210000.0,6,Education,Salaried,0
129500.0,56000.0,771,500000.0,2,Personal,Salaried,1
155900.0,0.0,760,1300000.0,14,Education,Salaried,0
151500.0,7400.0,719,1220000.0,10,Education,Salaried,1
130600.0,0.0,644,560000.0,9,Education,Salaried,1
61000.0,29700.0,736,740000.0,10,Education,Self-Employed,0
167000.0,62300.0,700,90000.0,4,Personal,Salaried,1
12500.0,1800.0,692,560000.0,5,Personal,Salaried,0
117800.0,10600.0,666,2910000.0,26,Home,Salaried,0
159600.0,4000.0,746,130000.0,6,Education,Self-Employed,1
159900.0,59900.0,837,2780000.0,3,Business,Self-Employed,1
20800.0,4900.0,331,850000.0,5,Personal,Salaried,0
60600.0,0.0,843,770000.0,6,Education,Self-Employed,1
47300.0,11300.0,756,510000.0,7,Business,Self-Employed,1
110100.0,44100.0,683,80000.0,9,Education,Self-Employed,1
148300.0,19000.0,781,1120000.0,6,Home,Salaried,1
130700.0,74200.0,681,1320000.0,5,Education,Unemployed,0
81400.0,9100.0,807,5970000.0,26,Home,Self-Employed,0
160900.0,0.0,849,1640000.0,1,Business,Salaried,1
116500.0,12500.0,382,1460000.0,4,Personal,Salaried,0
75900.0,29100.0,372,330000.0,2,Personal,Self-Employed,0
110900.0,58800.0,769,1220000.0,15,Education,Salaried,0
97500.0,51400.0,603,1460000.0,2,Personal,Self-Employed,0
37300.0,22400.0,705,760000.0,7,Home,Salaried,0
73600.0,20400.0,705,1700000.0,9,Business,Self-Employed,1
51200.0,24900.0,691,640000.0,5,Personal,Unemployed,0
82900.0,35000.0,679,1470000.0,1,Personal,Salaried,0
177900.0,41800.0,693,2670000.0,2,Business,Unemployed,0
175700.0,60600.0,681,370000.0,5,Personal,Self-Employed,1
154200.0,15800.0,839,920000.0,5,Personal,Salaried,1
75000.0,4200.0,473,6930000.0,14,Home,Salaried,0
20100.0,300.0,668,2810000.0,7,Business,Unemployed,0
30000.0,0.0,801,1410000.0,2,Personal,Salaried,1
50200.0,26600.0,809,70000.0,2,Personal,Salaried,1
152100.0,16000.0,819,550000.0,7,Personal,Salaried,1
32400.0,9400.0,750,1570000.0,11,Home,Salaried,0
193100.0,35200.0,786,1480000.0,15,Education,Salaried,1
174200.0,0.0,727,640000.0,6,Education,Salaried,1
35300.0,7800.0,582,1240000.0,11,Education,Self-Employed,0
65700.0,600.0,547,890000.0,2,Personal,Self-Employed,0
119700.0,56100.0,732,1850000.0,10,Business,Self-Employed,0
110200.0,51800.0,748,1750000.0,3,Business,Salaried,0
157200.0,0.0,785,1290000.0,2,Personal,Salaried,1
158700.0,0.0,641,1450000.0,4,Personal,Salaried,1
143500.0,0.0,703,200000.0,7,Personal,Salaried,1
44700.0,15100.0,357,920000.0,3,Personal,Self-Employed,0
180900.0,71300.0,582,1240000.0,7,Education,Self-Employed,0
178800.0,15300.0,743,540000.0,11,Education,Unemployed,1
155500.0,13700.0,624,4630000.0,23,Home,Salaried,1
185600.0,62600.0,324,2510000.0,3,Business,Self-Employed,0
196300.0,0.0,656,440000.0,11,Education,Salaried,1
63100.0,0.0,508,290000.0,15,Education,Self-Employed,0
108600.0,59100.0,890,200000.0,7,Personal,Self-Employed,0
137600.0,0.0,856,6910000.0,6,Home,Salaried,1
127100.0,22300.0,805,1030000.0,8,Business,Salaried,1
110100.0,0.0,460,5200000.0,6,Home,Self-Employed,0
62800.0,0.0,741,3430000.0,6,Home,Self-Employed,1
148500.0,0.0,637,500000.0,1,Business,Self-Employed,1
104500.0,29700.0,603,270000.0,6,Personal,Self-Employed,1
61500.0,19300.0,613,320000.0,2,Personal,Self-Employed,1
191400.0,82100.0,693,1440000.0,1,Personal,Unemployed,0
50500.0,0.0,469,150000.0,2,Personal,Salaried,1
91300.0,0.0,379,720000.0,5,Personal,Salaried,0
47800.0,25600.0,685,910000.0,14,Education,Salaried,0
174500.0,4500.0,407,460000.0,3,Education,Salaried,0
168400.0,54000.0,526,6060000.0,20,Home,Self-Employed,0
26100.0,0.0,812,7210000.0,23,Home,Unemployed,0
48400.0,28300.0,730,6010000.0,20,Home,Salaried,0
92100.0,0.0,434,2640000.0,9,Business,Salaried,0
75600.0,20400.0,721,1070000.0,11,Education,Salaried,1
186300.0,53500.0,806,1540000.0,7,Business,Salaried,1
14900.0,0.0,642,5440000.0,10,Home,Self-Employed,0
41900.0,0.0,753,70000.0,8,Education,Salaried,1
141100.0,12700.0,751,2820000.0,2,Business,Unemployed,0
86800.0,30900.0,739,6290000.0,13,Home,Salaried,0
175200.0,0.0,828,1280000.0,15,Education,Self-Employed,0
113900.0,0.0,760,4310000.0,14,Home,Self-Employed,1
75500.0,0.0,747,990000.0,7,Education,Self-Employed,1
153200.0,60200.0,830,780000.0,9,Business,Unemployed,0
113400.0,0.0,835,1410000.0,7,Business,Salaried,1
136800.0,50100.0,730,1290000.0,5,Personal,Self-Employed,1
40900.0,0.0,736,1530000.0,1,Business,Self-Employed,1
12100.0,5000.0,698,1060000.0,3,Education,Self-Employed,0
85300.0,0.0,714,110000.0,13,Education,Self-Employed,1
45100.0,0.0,367,310000.0,11,Education,Self-Employed,0
78400.0,0.0,749,1940000.0,3,Business,Salaried,1
168100.0,94900.0,821,880000.0,4,Education,Self-Employed,0
140700.0,0.0,777,5920000.0,20,Home,Salaried,1
194100.0,110200.0,761,550000.0,12,Education,Salaried,0
173800.0,0.0,764,590000.0,3,Education,Salaried,1
191800.0,0.0,580,1030000.0,8,Business,Salaried,0
54200.0,20400.0,757,790000.0,12,Education,Self-Employed,1
124600.0,14900.0,383,380000.0,7,Personal,Unemployed,1
69800.0,19000.0,689,210000.0,14,Education,Salaried,1
101500.0,0.0,669,3700000.0,15,Home,Self-Employed,0
40100.0,0.0,370,1170000.0,4,Education,Unemployed,1
84000.0,50300.0,726,860000.0,12,Education,Salaried,0
13300.0,1900.0,733,6250000.0,17,Home,Self-Employed,0
116800.0,0.0,707,7670000.0,29,Home,Unemployed,0
96600.0,17300.0,721,1080000.0,6,Business,Self-Employed,1
75800.0,43900.0,687,1080000.0,12,Education,Salaried,0
127500.0,6300.0,869,690000.0,5,Home,Salaried,1
69700.0,24500.0,318,380000.0,6,Personal,Salaried,0
175300.0,600.0,594,330000.0,6,Personal,Self-Employed,0
65400.0,20400.0,701,5150000.0,27,Home,Self-Employed,0
141800.0,0.0,820,2390000.0,5,Business,Unemployed,0
36400.0,0.0,475,7390000.0,14,Home,Self-Employed,0
163400.0,53300.0,484,310000.0,1,Personal,Salaried,0
133300.0,49900.0,771,7140000.0,21,Home,Self-Employed,0
50300.0,10400.0,778,640000.0,14,Education,Salaried,1
46000.0,12800.0,858,1730000.0,5,Business,Salaried,0
119400.0,10200.0,792,2580000.0,8,Business,Salaried,1
85800.0,9400.0,634,4020000.0,7,Home,Self-Employed,0
160000.0,0.0,463,7750000.0,5,Home,Salaried,0
191600.0,0.0,706,1780000.0,8,Home,Salaried,1
122000.0,17300.0,668,290000.0,13,Education,Self-Employed,1
172900.0,33200.0,366,1420000.0,28,Home,Self-Employed,0
163900.0,92600.0,674,840000.0,8,Business,Salaried,0
96000.0,0.0,409,300000.0,2,Personal,Salaried,0
58300.0,0.0,727,4230000.0,8,Home,Salaried,0
190800.0,0.0,638,90000.0,13,Education,Salaried,1
80500.0,0.0,606,310000.0,1,Personal,Salaried,1
103900.0,0.0,716,780000.0,12,Education,Self-Employed,1
147700.0,0.0,695,2280000.0,22,Home,Self-Employed,1
185400.0,0.0,310,60000.0,3,Personal,Self-Employed,0
165200.0,0.0,630,290000.0,3,Business,Self-Employed,1
40100.0,18700.0,738,540000.0,1,Personal,Salaried,0
134900.0,0.0,743,1970000.0,5,Home,Salaried,1
141100.0,51500.0,703,1940000.0,3,Business,Salaried,1
141100.0,0.0,716,5450000.0,6,Home,Salaried,1
83900.0,46000.0,744,80000.0,2,Personal,Salaried,0
49200.0,21500.0,735,1350000.0,6,Business,Unemployed,0
97600.0,0.0,494,180000.0,7,Personal,Self-Employed,0
65500.0,0.0,746,1550000.0,15,Home,Salaried,1
40200.0,3100.0,447,1070000.0,8,Education,Unemployed,0
169900.0,75700.0,789,360000.0,13,Education,Self-Employed,1
142600.0,1500.0,855,220000.0,7,Education,Salaried,1
113500.0,51900.0,801,430000.0,4,Education,Salaried,1
198100.0,0.0,696,1710000.0,12,Home,Salaried,1
124600.0,53700.0,407,1300000.0,3,Education,Salaried,0
64900.0,35100.0,674,6980000.0,26,Home,Salaried,0
145500.0,21800.0,744,1360000.0,4,Personal,Salaried,1
179900.0,7000.0,757,2990000.0,6,Business,Salaried,1
59200.0,0.0,790,3960000.0,5,Home,Unemployed,0
161900.0,3800.0,825,1200000.0,5,Personal,Self-Employed,1
155500.0,15100.0,730,1600000.0,6,Business,Salaried,1
175300.0,36000.0,620,4310000.0,18,Home,Salaried,1
146000.0,84900.0,371,7770000.0,13,Home,Salaried,0
44900.0,0.0,734,1860000.0,22,Home,Self-Employed,1
144200.0,42900.0,733,530000.0,13,Education,Salaried,1
41400.0,0.0,530,6790000.0,17,Home,Self-Employed,0
122000.0,60800.0,718,740000.0,13,Home,Salaried,0
193400.0,2900.0,633,1400000.0,8,Business,Salaried,1
19000.0,0.0,668,1160000.0,5,Personal,Unemployed,0
71200.0,30200.0,651,420000.0,12,Education,Salaried,1
124400.0,68100.0,727,760000.0,6,Education,Self-Employed,0
94500.0,23500.0,774,1270000.0,17,Home,Salaried,1
65900.0,19000.0,667,1810000.0,15,Home,Salaried,0
193800.0,69200.0,825,7970000.0,19,Home,Self-Employed,0
183300.0,47400.0,465,70000.0,4,Personal,Self-Employed,0
113600.0,6100.0,647,2030000.0,1,Business,Self-Employed,1
187000.0,0.0,499,390000.0,13,Education,Salaried,0
180700.0,48200.0,798,1560000.0,10,Business,Unemployed,0
172100.0,0.0,523,480000.0,2,Personal,Self-Employed,0
177500.0,54600.0,442,680000.0,5,Personal,Salaried,0
23600.0,7600.0,688,1010000.0,7,Personal,Salaried,0
28000.0,1500.0,620,1680000.0,20,Home,Salaried,0
124800.0,67700.0,768,620000.0,13,Education,Self-Employed,0
21400.0,4600.0,674,2390000.0,10,Business,Self-Employed,0
104900.0,15600.0,756,1220000.0,11,Education,Salaried,1
78600.0,0.0,787,1220000.0,13,Education,Self-Employed,1
20500.0,5200.0,798,3320000.0,22,Home,Salaried,0
92700.0,28500.0,712,270000.0,8,Education,Unemployed,1
187500.0,27400.0,677,4600000.0,5,Home,Salaried,1
87200.0,11900.0,711,7890000.0,17,Home,Salaried,0
24800.0,12400.0,616,3000000.0,2,Business,Self-Employed,0
154000.0,75300.0,518,5860000.0,8,Home,Salaried,0
180200.0,106100.0,673,1710000.0,2,Business,Self-Employed,0
79700.0,0.0,721,420000.0,5,Personal,Unemployed,0
176100.0,28900.0,707,1280000.0,10,Education,Self-Employed,1
187100.0,57900.0,740,1760000.0,9,Business,Self-Employed,1
98800.0,5700.0,676,790000.0,1,Personal,Self-Employed,1
184800.0,105000.0,744,830000.0,15,Education,Self-Employed,0
115300.0,35100.0,759,2610000.0,6,Business,Self-Employed,1
163100.0,12100.0,741,310000.0,13,Education,Unemployed,1
186600.0,0.0,632,740000.0,9,Education,Salaried,1
124000.0,0.0,703,650000.0,2,Personal,Salaried,1
120900.0,43500.0,571,690000.0,25,Home,Salaried,0
68200.0,0.0,602,1380000.0,9,Education,Self-Employed,1
151200.0,39500.0,604,1190000.0,7,Education,Self-Employed,1
174700.0,46400.0,591,700000.0,7,Education,Salaried,0
107200.0,27300.0,782,2440000.0,17,Home,Salaried,1
46700.0,19600.0,703,3010000.0,24,Home,Self-Employed,0
187200.0,96100.0,645,300000.0,7,Personal,Salaried,1
101900.0,19000.0,687,300000.0,1,Business,Unemployed,0
196900.0,107600.0,503,2380000.0,30,Home,Salaried,0
13200.0,0.0,630,1810000.0,7,Business,Unemployed,0
36000.0,0.0,740,2830000.0,8,Business,Unemployed,0
63400.0,27300.0,803,970000.0,4,Personal,Unemployed,0
22100.0,3000.0,718,370000.0,3,Personal,Unemployed,0
112100.0,23600.0,342,2950000.0,9,Business,Self-Employed,0
116800.0,0.0,812,3220000.0,29,Home,Salaried,1
139100.0,25500.0,751,540000.0,5,Education,Salaried,1
189600.0,81100.0,779,930000.0,6,Personal,Salaried,1
128700.0,0.0,711,2340000.0,4,Business,Self-Employed,1
139600.0,14200.0,797,830000.0,13,Education,Self-Employed,1
78500.0,25600.0,316,1180000.0,2,Personal,Self-Employed,0
131400.0,48000.0,666,1090000.0,11,Education,Salaried,1
55100.0,0.0,302,1290000.0,14,Education,Self-Employed,0
146400.0,41700.0,822,1270000.0,3,Personal,Salaried,1
184400.0,0.0,709,1250000.0,6,Education,Salaried,1
101300.0,27400.0,629,980000.0,13,Education,Self-Employed,1
124000.0,34000.0,753,1320000.0,14,Education,Salaried,1
111200.0,0.0,491,1840000.0,5,Business,Unemployed,0
144200.0,0.0,799,1040000.0,7,Education,Salaried,1
174000.0,0.0,852,1070000.0,2,Personal,Self-Employed,1
134000.0,13100.0,735,1270000.0,8,Home,Self-Employed,1
185000.0,97900.0,651,2610000.0,1,Business,Salaried,0
34800.0,0.0,666,7170000.0,5,Home,Salaried,0
83300.0,1500.0,449,2620000.0,8,Business,Salaried,0
27700.0,6200.0,681,1380000.0,2,Personal,Salaried,0
134200.0,6800.0,603,750000.0,9,Education,Unemployed,1
70200.0,0.0,797,6430000.0,6,Home,Salaried,1
153300.0,0.0,792,440000.0,3,Personal,Salaried,1
26000.0,10700.0,858,2040000.0,7,Business,Salaried,0
133700.0,0.0,621,160000.0,7,Personal,Salaried,1
12300.0,2400.0,792,7370000.0,13,Home,Unemployed,0
127700.0,43000.0,708,690000.0,9,Business,Salaried,1
126100.0,0.0,729,1720000.0,9,Business,Salaried,1
199100.0,58000.0,697,580000.0,5,Personal,Salaried,1
26600.0,6000.0,668,80000.0,4,Education,Salaried,1
193100.0,64800.0,395,490000.0,4,Education,Salaried,0
196300.0,110100.0,495,560000.0,5,Personal,Self-Employed,0
97900.0,0.0,640,470000.0,5,Personal,Salaried,1
138500.0,0.0,679,920000.0,5,Personal,Salaried,1
45300.0,25600.0,738,3870000.0,30,Home,Salaried,0
80900.0,0.0,732,1040000.0,8,Education,Self-Employed,1
158500.0,80400.0,801,570000.0,7,Personal,Salaried,0
21400.0,2800.0,692,430000.0,1,Personal,Unemployed,0
64300.0,0.0,425,7400000.0,24,Home,Self-Employed,0
28700.0,16300.0,345,1050000.0,14,Education,Salaried,0
90900.0,50900.0,498,580000.0,4,Personal,Salaried,0
132600.0,0.0,633,590000.0,3,Education,Unemployed,1
32500.0,0.0,655,330000.0,1,Business,Self-Employed,1
174100.0,85700.0,601,3970000.0,30,Home,Unemployed,0
12900.0,7000.0,463,1320000.0,12,Education,Self-Employed,0
54700.0,26200.0,706,860000.0,6,Education,Self-Employed,0
123900.0,35100.0,798,360000.0,10,Business,Salaried,1
50000.0,16200.0,779,6300000.0,6,Home,Unemployed,0
157600.0,38100.0,613,1340000.0,2,Personal,Salaried,1
110500.0,0.0,809,270000.0,11,Education,Salaried,1
93900.0,0.0,738,370000.0,14,Education,Unemployed,1
106600.0,61900.0,666,1390000.0,15,Education,Unemployed,0
37900.0,7600.0,712,450000.0,3,Education,Salaried,1
78300.0,18700.0,654,2490000.0,10,Business,Self-Employed,1
73000.0,27500.0,590,1490000.0,4,Education,Unemployed,0
199400.0,60700.0,741,1040000.0,2,Personal,Unemployed,0
95700.0,39400.0,748,640000.0,12,Education,Self-Employed,1
184900.0,104300.0,889,7200000.0,26,Home,Salaried,0
159600.0,0.0,851,130000.0,7,Business,Unemployed,0
32900.0,14200.0,812,1450000.0,6,Personal,Salaried,0
179400.0,47200.0,797,190000.0,10,Education,Salaried,1
115500.0,0.0,739,3250000.0,5,Home,Salaried,1
196700.0,80000.0,684,1090000.0,2,Personal,Salaried,1
77500.0,0.0,407,770000.0,6,Personal,Salaried,0
114000.0,62200.0,547,540000.0,12,Education,Salaried,0
79500.0,0.0,699,4750000.0,9,Home,Unemployed,1
23200.0,0.0,736,1970000.0,7,Business,Salaried,0
84700.0,13400.0,818,1490000.0,5,Personal,Salaried,1
191800.0,65600.0,737,7720000.0,16,Home,Self-Employed,0
104300.0,53100.0,689,350000.0,6,Personal,Salaried,1
52000.0,8000.0,345,190000.0,5,Personal,Salaried,0
136400.0,63800.0,664,520000.0,1,Personal,Self-Employed,1
132900.0,0.0,311,390000.0,6,Personal,Salaried,0
57700.0,31300.0,702,740000.0,3,Business,Salaried,0
139500.0,0.0,414,1140000.0,5,Personal,Salaried,0
118300.0,12100.0,779,1000000.0,7,Business,Salaried,0
163200.0,800.0,715,3150000.0,10,Home,Salaried,1
179300.0,13600.0,328,2420000.0,3,Business,Unemployed,0
93100.0,0.0,786,1100000.0,2,Personal,Salaried,1
183100.0,0.0,734,670000.0,7,Personal,Salaried,1
81800.0,4000.0,686,2270000.0,8,Business,Salaried,1
109200.0,0.0,780,1380000.0,4,Personal,Salaried,1
196100.0,18200.0,419,1790000.0,21,Home,Salaried,0
135600.0,0.0,767,740000.0,3,Education,Self-Employed,1
112900.0,56800.0,754,1670000.0,13,Home,Self-Employed,0
64400.0,5100.0,726,210000.0,9,Education,Salaried,1
145600.0,0.0,770,1120000.0,5,Education,Salaried,0
